         4        38       781       781B   
 E STATE HAS LABEL B   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  3
     2296.00  0.294831E+00 0.478971E+04 0.493741E+05 0.156448E+07
     2306.00  0.244965E+00 0.473776E+04 0.475150E+05 0.156635E+07
     2316.00  0.200419E+00 0.468586E+04 0.457085E+05 0.156781E+07
     2326.00  0.160965E+00 0.463403E+04 0.439535E+05 0.156889E+07
     2336.00  0.126379E+00 0.458227E+04 0.422490E+05 0.156958E+07
     2346.00  0.964453E-01 0.453060E+04 0.405940E+05 0.156989E+07
     2356.00  0.709544E-01 0.447904E+04 0.389874E+05 0.156983E+07
     2366.00  0.497021E-01 0.442758E+04 0.374282E+05 0.156940E+07
     2376.00  0.324901E-01 0.437626E+04 0.359155E+05 0.156860E+07
     2386.00  0.191261E-01 0.432506E+04 0.344484E+05 0.156745E+07
     2396.00  0.942328E-02 0.427402E+04 0.330257E+05 0.156595E+07
     2406.00  0.320045E-02 0.422313E+04 0.316466E+05 0.156411E+07
     2416.00  0.281801E-03 0.417241E+04 0.303103E+05 0.156193E+07
     2426.00  0.496846E-03 0.412187E+04 0.290156E+05 0.155942E+07
     2436.00  0.368028E-02 0.407152E+04 0.277618E+05 0.155658E+07
     2446.00  0.967188E-02 0.402136E+04 0.265479E+05 0.155342E+07
     2456.00  0.183164E-01 0.397141E+04 0.253731E+05 0.154995E+07
     2466.00  0.294635E-01 0.392168E+04 0.242365E+05 0.154618E+07
     2476.00  0.429676E-01 0.387217E+04 0.231372E+05 0.154210E+07
     2486.00  0.586876E-01 0.382289E+04 0.220744E+05 0.153773E+07
     2496.00  0.764873E-01 0.377385E+04 0.210473E+05 0.153307E+07
     2506.00  0.962347E-01 0.372506E+04 0.200550E+05 0.152814E+07
     2516.00  0.117802E+00 0.367652E+04 0.190967E+05 0.152292E+07
     2526.00  0.141066E+00 0.362824E+04 0.181717E+05 0.151744E+07
     2536.00  0.165908E+00 0.358024E+04 0.172791E+05 0.151170E+07
     2546.00  0.192213E+00 0.353251E+04 0.164182E+05 0.150570E+07
     2556.00  0.219869E+00 0.348507E+04 0.155882E+05 0.149946E+07
     2566.00  0.248770E+00 0.343792E+04 0.147884E+05 0.149297E+07
     2576.00  0.278811E+00 0.339106E+04 0.140180E+05 0.148624E+07
     2586.00  0.309894E+00 0.334451E+04 0.132763E+05 0.147929E+07
     2596.00  0.341922E+00 0.329826E+04 0.125627E+05 0.147211E+07
     2606.00  0.374803E+00 0.325232E+04 0.118763E+05 0.146472E+07
     2616.00  0.408447E+00 0.320671E+04 0.112166E+05 0.145712E+07
     2626.00  0.442770E+00 0.316142E+04 0.105828E+05 0.144931E+07
     2636.00  0.477687E+00 0.311645E+04 0.997428E+04 0.144130E+07
     2646.00  0.513121E+00 0.307182E+04 0.939038E+04 0.143311E+07
     2656.00  0.548995E+00 0.302753E+04 0.883046E+04 0.142472E+07
     2666.00  0.585237E+00 0.298357E+04 0.829390E+04 0.141616E+07
     2676.00  0.621775E+00 0.293996E+04 0.778005E+04 0.140742E+07
     2686.00  0.658544E+00 0.289671E+04 0.728833E+04 0.139851E+07
     2696.00  0.695477E+00 0.285380E+04 0.681813E+04 0.138945E+07
     2706.00  0.732515E+00 0.281125E+04 0.636886E+04 0.138023E+07
     2716.00  0.769598E+00 0.276906E+04 0.593994E+04 0.137085E+07
     2726.00  0.806670E+00 0.272723E+04 0.553082E+04 0.136134E+07
     2736.00  0.843676E+00 0.268577E+04 0.514093E+04 0.135168E+07
     2746.00  0.880566E+00 0.264467E+04 0.476972E+04 0.134189E+07
     2756.00  0.917290E+00 0.260394E+04 0.441667E+04 0.133198E+07
     2766.00  0.953802E+00 0.256359E+04 0.408124E+04 0.132194E+07
     2776.00  0.990058E+00 0.252360E+04 0.376293E+04 0.131178E+07
     2786.00  0.102601E+01 0.248400E+04 0.346123E+04 0.130152E+07
     2796.00  0.106163E+01 0.244477E+04 0.317564E+04 0.129115E+07
     2806.00  0.109688E+01 0.240592E+04 0.290568E+04 0.128067E+07
     2816.00  0.113170E+01 0.236745E+04 0.265087E+04 0.127011E+07
     2826.00  0.116609E+01 0.232937E+04 0.241076E+04 0.125945E+07
     2836.00  0.119999E+01 0.229166E+04 0.218487E+04 0.124871E+07
     2846.00  0.123339E+01 0.225435E+04 0.197277E+04 0.123788E+07
     2856.00  0.126625E+01 0.221741E+04 0.177402E+04 0.122698E+07
     2866.00  0.129855E+01 0.218087E+04 0.158818E+04 0.121601E+07
     2876.00  0.133025E+01 0.214470E+04 0.141484E+04 0.120498E+07
     2886.00  0.136135E+01 0.210893E+04 0.125360E+04 0.119388E+07
     2896.00  0.139181E+01 0.207354E+04 0.110403E+04 0.118272E+07
     2906.00  0.142162E+01 0.203854E+04 0.965764E+03 0.117152E+07
     2916.00  0.145076E+01 0.200393E+04 0.838403E+03 0.116026E+07
     2926.00  0.147920E+01 0.196970E+04 0.721574E+03 0.114896E+07
     2936.00  0.150694E+01 0.193586E+04 0.614908E+03 0.113763E+07
     2946.00  0.153397E+01 0.190241E+04 0.518047E+03 0.112626E+07
     2956.00  0.156025E+01 0.186934E+04 0.430639E+03 0.111485E+07
     2966.00  0.158580E+01 0.183667E+04 0.352339E+03 0.110342E+07
     2976.00  0.161059E+01 0.180437E+04 0.282812E+03 0.109197E+07
     2986.00  0.163461E+01 0.177246E+04 0.221730E+03 0.108050E+07
     2996.00  0.165786E+01 0.174094E+04 0.168773E+03 0.106901E+07
     3006.00  0.168033E+01 0.170980E+04 0.123627E+03 0.105751E+07
     3016.00  0.170201E+01 0.167904E+04 0.859865E+02 0.104600E+07
     3026.00  0.172290E+01 0.164866E+04 0.555543E+02 0.103449E+07
     3036.00  0.174299E+01 0.161867E+04 0.320390E+02 0.102298E+07
     3046.00  0.176228E+01 0.158905E+04 0.151567E+02 0.101147E+07
     3056.00  0.178077E+01 0.155980E+04 0.463048E+01 0.999971E+06
     3066.00  0.179846E+01 0.153094E+04 0.190243E+00 0.988478E+06
     3076.00  0.181534E+01 0.150245E+04 0.157275E+01 0.976997E+06
     3086.00  0.183141E+01 0.147433E+04 0.852137E+01 0.965532E+06
     3096.00  0.184669E+01 0.144658E+04 0.207860E+02 0.954086E+06
     3106.00  0.186116E+01 0.141920E+04 0.381231E+02 0.942662E+06
     3116.00  0.187483E+01 0.139220E+04 0.602952E+02 0.931262E+06
     3126.00  0.188771E+01 0.136555E+04 0.870714E+02 0.919890E+06
     3136.00  0.189979E+01 0.133927E+04 0.118227E+03 0.908547E+06
     3146.00  0.191108E+01 0.131336E+04 0.153542E+03 0.897238E+06
     3156.00  0.192159E+01 0.128780E+04 0.192804E+03 0.885964E+06
     3166.00  0.193132E+01 0.126260E+04 0.235807E+03 0.874728E+06
     3176.00  0.194028E+01 0.123775E+04 0.282347E+03 0.863532E+06
     3186.00  0.194847E+01 0.121326E+04 0.332230E+03 0.852379E+06
     3196.00  0.195591E+01 0.118912E+04 0.385265E+03 0.841271E+06
     3206.00  0.196259E+01 0.116533E+04 0.441267E+03 0.830210E+06
     3216.00  0.196852E+01 0.114189E+04 0.500057E+03 0.819199E+06
     3226.00  0.197372E+01 0.111879E+04 0.561459E+03 0.808239E+06
     3236.00  0.197820E+01 0.109603E+04 0.625305E+03 0.797333E+06
     3246.00  0.198195E+01 0.107361E+04 0.691430E+03 0.786483E+06
     3256.00  0.198500E+01 0.105152E+04 0.759675E+03 0.775691E+06
     3266.00  0.198735E+01 0.102978E+04 0.829885E+03 0.764958E+06
     3276.00  0.198901E+01 0.100836E+04 0.901910E+03 0.754286E+06
     3286.00  0.198999E+01 0.987268E+03 0.975605E+03 0.743677E+06
     3296.00  0.199030E+01 0.966505E+03 0.105083E+04 0.733132E+06
     3306.00  0.198995E+01 0.946065E+03 0.112745E+04 0.722654E+06
     3316.00  0.198896E+01 0.925946E+03 0.120533E+04 0.712244E+06
     3326.00  0.198733E+01 0.906144E+03 0.128434E+04 0.701902E+06
     3336.00  0.198508E+01 0.886657E+03 0.136436E+04 0.691631E+06
     3346.00  0.198222E+01 0.867483E+03 0.144528E+04 0.681433E+06
     3356.00  0.197875E+01 0.848618E+03 0.152696E+04 0.671307E+06
     3366.00  0.197470E+01 0.830059E+03 0.160932E+04 0.661257E+06
     3376.00  0.197007E+01 0.811804E+03 0.169223E+04 0.651282E+06
     3386.00  0.196487E+01 0.793850E+03 0.177559E+04 0.641384E+06
     3396.00  0.195913E+01 0.776194E+03 0.185931E+04 0.631564E+06
     3406.00  0.195284E+01 0.758833E+03 0.194329E+04 0.621823E+06
     3416.00  0.194603E+01 0.741764E+03 0.202743E+04 0.612163E+06
     3426.00  0.193871E+01 0.724984E+03 0.211164E+04 0.602583E+06
     3436.00  0.193088E+01 0.708490E+03 0.219584E+04 0.593085E+06
     3446.00  0.192256E+01 0.692279E+03 0.227995E+04 0.583670E+06
     3456.00  0.191377E+01 0.676349E+03 0.236389E+04 0.574339E+06
     3466.00  0.190451E+01 0.660695E+03 0.244758E+04 0.565092E+06
     3476.00  0.189480E+01 0.645316E+03 0.253094E+04 0.555930E+06
     3486.00  0.188465E+01 0.630207E+03 0.261391E+04 0.546853E+06
     3496.00  0.187408E+01 0.615367E+03 0.269642E+04 0.537863E+06
     3506.00  0.186309E+01 0.600792E+03 0.277841E+04 0.528960E+06
     3516.00  0.185170E+01 0.586480E+03 0.285981E+04 0.520144E+06
     3526.00  0.183993E+01 0.572426E+03 0.294056E+04 0.511416E+06
     3536.00  0.182778E+01 0.558629E+03 0.302062E+04 0.502776E+06
     3546.00  0.181527E+01 0.545085E+03 0.309992E+04 0.494225E+06
     3556.00  0.180241E+01 0.531790E+03 0.317841E+04 0.485763E+06
     3566.00  0.178920E+01 0.518743E+03 0.325605E+04 0.477390E+06
     3576.00  0.177568E+01 0.505941E+03 0.333279E+04 0.469107E+06
     3586.00  0.176184E+01 0.493379E+03 0.340858E+04 0.460914E+06
     3596.00  0.174770E+01 0.481055E+03 0.348339E+04 0.452811E+06
     3606.00  0.173327E+01 0.468966E+03 0.355717E+04 0.444798E+06
     3616.00  0.171856E+01 0.457110E+03 0.362989E+04 0.436876E+06
     3626.00  0.170359E+01 0.445482E+03 0.370151E+04 0.429044E+06
     3636.00  0.168836E+01 0.434081E+03 0.377200E+04 0.421302E+06
     3646.00  0.167290E+01 0.422903E+03 0.384133E+04 0.413652E+06
     3656.00  0.165720E+01 0.411945E+03 0.390947E+04 0.406091E+06
     3666.00  0.164128E+01 0.401205E+03 0.397639E+04 0.398622E+06
     3676.00  0.162515E+01 0.390679E+03 0.404206E+04 0.391243E+06
     3686.00  0.160883E+01 0.380364E+03 0.410647E+04 0.383954E+06
     3696.00  0.159232E+01 0.370258E+03 0.416959E+04 0.376755E+06
     3706.00  0.157564E+01 0.360358E+03 0.423140E+04 0.369647E+06
     3716.00  0.155879E+01 0.350661E+03 0.429188E+04 0.362629E+06
     3726.00  0.154179E+01 0.341164E+03 0.435101E+04 0.355701E+06
     3736.00  0.152464E+01 0.331863E+03 0.440879E+04 0.348862E+06
     3746.00  0.150736E+01 0.322758E+03 0.446519E+04 0.342113E+06
     3756.00  0.148996E+01 0.313843E+03 0.452020E+04 0.335452E+06
     3766.00  0.147244E+01 0.305118E+03 0.457382E+04 0.328881E+06
     3776.00  0.145482E+01 0.296578E+03 0.462602E+04 0.322398E+06
     3786.00  0.143710E+01 0.288222E+03 0.467681E+04 0.316003E+06
     3796.00  0.141930E+01 0.280046E+03 0.472618E+04 0.309696E+06
     3806.00  0.140143E+01 0.272047E+03 0.477412E+04 0.303477E+06
     3816.00  0.138349E+01 0.264224E+03 0.482062E+04 0.297344E+06
     3826.00  0.136549E+01 0.256573E+03 0.486568E+04 0.291298E+06
     3836.00  0.134744E+01 0.249092E+03 0.490930E+04 0.285339E+06
     3846.00  0.132935E+01 0.241778E+03 0.495148E+04 0.279465E+06
     3856.00  0.131123E+01 0.234628E+03 0.499222E+04 0.273676E+06
     3866.00  0.129309E+01 0.227641E+03 0.503152E+04 0.267973E+06
     3876.00  0.127493E+01 0.220812E+03 0.506937E+04 0.262354E+06
     3886.00  0.125677E+01 0.214140E+03 0.510579E+04 0.256818E+06
     3896.00  0.123860E+01 0.207622E+03 0.514077E+04 0.251366E+06
     3906.00  0.122044E+01 0.201256E+03 0.517432E+04 0.245996E+06
     3916.00  0.120230E+01 0.195039E+03 0.520644E+04 0.240709E+06
     3926.00  0.118418E+01 0.188969E+03 0.523715E+04 0.235504E+06
     3936.00  0.116609E+01 0.183043E+03 0.526644E+04 0.230379E+06
     3946.00  0.114803E+01 0.177258E+03 0.529432E+04 0.225335E+06
     3956.00  0.113002E+01 0.171614E+03 0.532081E+04 0.220371E+06
     3966.00  0.111206E+01 0.166106E+03 0.534590E+04 0.215485E+06
     3976.00  0.109415E+01 0.160732E+03 0.536962E+04 0.210679E+06
     3986.00  0.107630E+01 0.155491E+03 0.539196E+04 0.205951E+06
     3996.00  0.105853E+01 0.150380E+03 0.541295E+04 0.201299E+06
     4006.00  0.104082E+01 0.145397E+03 0.543259E+04 0.196725E+06
     4016.00  0.102320E+01 0.140539E+03 0.545089E+04 0.192227E+06
     4026.00  0.100566E+01 0.135804E+03 0.546786E+04 0.187804E+06
     4036.00  0.988208E+00 0.131190E+03 0.548352E+04 0.183455E+06
     4046.00  0.970854E+00 0.126695E+03 0.549788E+04 0.179181E+06
     4056.00  0.953599E+00 0.122317E+03 0.551095E+04 0.174980E+06
     4066.00  0.936450E+00 0.118053E+03 0.552276E+04 0.170851E+06
     4076.00  0.919410E+00 0.113901E+03 0.553330E+04 0.166794E+06
     4086.00  0.902484E+00 0.109859E+03 0.554259E+04 0.162809E+06
     4096.00  0.885677E+00 0.105926E+03 0.555066E+04 0.158894E+06
     4106.00  0.868992E+00 0.102099E+03 0.555752E+04 0.155048E+06
     4116.00  0.852434E+00 0.983755E+02 0.556317E+04 0.151272E+06
     4126.00  0.836007E+00 0.947542E+02 0.556765E+04 0.147564E+06
     4136.00  0.819713E+00 0.912331E+02 0.557095E+04 0.143924E+06
     4146.00  0.803558E+00 0.878100E+02 0.557311E+04 0.140350E+06
     4156.00  0.787544E+00 0.844832E+02 0.557413E+04 0.136842E+06
     4166.00  0.771674E+00 0.812506E+02 0.557404E+04 0.133400E+06
     4176.00  0.755952E+00 0.781104E+02 0.557284E+04 0.130022E+06
     4186.00  0.740381E+00 0.750607E+02 0.557056E+04 0.126709E+06
     4196.00  0.724963E+00 0.720998E+02 0.556722E+04 0.123458E+06
     4206.00  0.709701E+00 0.692257E+02 0.556283E+04 0.120270E+06
     4216.00  0.694598E+00 0.664367E+02 0.555741E+04 0.117143E+06
     4226.00  0.679657E+00 0.637310E+02 0.555097E+04 0.114077E+06
     4236.00  0.664878E+00 0.611069E+02 0.554354E+04 0.111071E+06
     4246.00  0.650265E+00 0.585627E+02 0.553513E+04 0.108125E+06
     4256.00  0.635820E+00 0.560966E+02 0.552577E+04 0.105237E+06
     4266.00  0.621545E+00 0.537071E+02 0.551546E+04 0.102408E+06
     4276.00  0.607440E+00 0.513924E+02 0.550423E+04 0.996349E+05
     4286.00  0.593509E+00 0.491509E+02 0.549209E+04 0.969186E+05
     4296.00  0.579752E+00 0.469811E+02 0.547907E+04 0.942580E+05
     4306.00  0.566171E+00 0.448813E+02 0.546517E+04 0.916523E+05
     4316.00  0.552768E+00 0.428501E+02 0.545043E+04 0.891007E+05
     4326.00  0.539543E+00 0.408858E+02 0.543485E+04 0.866026E+05
     4336.00  0.526497E+00 0.389870E+02 0.541847E+04 0.841572E+05
     4346.00  0.513632E+00 0.371521E+02 0.540128E+04 0.817637E+05
     4356.00  0.500949E+00 0.353798E+02 0.538332E+04 0.794215E+05
     4366.00  0.488447E+00 0.336686E+02 0.536460E+04 0.771298E+05
     4376.00  0.476128E+00 0.320169E+02 0.534513E+04 0.748879E+05
     4386.00  0.463993E+00 0.304236E+02 0.532494E+04 0.726950E+05
     4396.00  0.452041E+00 0.288871E+02 0.530405E+04 0.705505E+05
     4406.00  0.440273E+00 0.274062E+02 0.528246E+04 0.684536E+05
     4416.00  0.428690E+00 0.259794E+02 0.526021E+04 0.664036E+05
     4426.00  0.417291E+00 0.246055E+02 0.523730E+04 0.643998E+05
     4436.00  0.406077E+00 0.232832E+02 0.521376E+04 0.624415E+05
     4446.00  0.395047E+00 0.220112E+02 0.518960E+04 0.605280E+05
     4456.00  0.384202E+00 0.207883E+02 0.516483E+04 0.586586E+05
     4466.00  0.373541E+00 0.196132E+02 0.513949E+04 0.568327E+05
     4476.00  0.363064E+00 0.184847E+02 0.511358E+04 0.550494E+05
     4486.00  0.352770E+00 0.174017E+02 0.508712E+04 0.533083E+05
     4511.00  0.327837E+00 0.148854E+02 0.501867E+04 0.491349E+05
     4536.00  0.304040E+00 0.126282E+02 0.494715E+04 0.452096E+05
     4561.00  0.281367E+00 0.106131E+02 0.487281E+04 0.415223E+05
     4586.00  0.259805E+00 0.882397E+01 0.479589E+04 0.380628E+05
     4611.00  0.239336E+00 0.724536E+01 0.471664E+04 0.348214E+05
     4636.00  0.219942E+00 0.586250E+01 0.463528E+04 0.317885E+05
     4661.00  0.201603E+00 0.466132E+01 0.455205E+04 0.289547E+05
     4686.00  0.184296E+00 0.362842E+01 0.446715E+04 0.263108E+05
     4711.00  0.167996E+00 0.275106E+01 0.438081E+04 0.238482E+05
     4736.00  0.152679E+00 0.201712E+01 0.429322E+04 0.215579E+05
     4761.00  0.138317E+00 0.141511E+01 0.420457E+04 0.194318E+05
     4786.00  0.124882E+00 0.934108E+00 0.411506E+04 0.174616E+05
     4811.00  0.112345E+00 0.563783E+00 0.402486E+04 0.156395E+05
     4836.00  0.100677E+00 0.294354E+00 0.393414E+04 0.139578E+05
     4861.00  0.898459E-01 0.116578E+00 0.384308E+04 0.124091E+05
     4886.00  0.798216E-01 0.217271E-01 0.375182E+04 0.109862E+05
     4911.00  0.705723E-01 0.157474E-02 0.366051E+04 0.968229E+04
     4936.00  0.620658E-01 0.483746E-01 0.356929E+04 0.849067E+04
     4961.00  0.542701E-01 0.154844E+00 0.347830E+04 0.740491E+04
     4986.00  0.471528E-01 0.314144E+00 0.338766E+04 0.641885E+04
     5011.00  0.406818E-01 0.519867E+00 0.329749E+04 0.552653E+04
     5036.00  0.348248E-01 0.766013E+00 0.320790E+04 0.472225E+04
     5061.00  0.295500E-01 0.104698E+01 0.311900E+04 0.400052E+04
     5086.00  0.248256E-01 0.135754E+01 0.303088E+04 0.335609E+04
     5111.00  0.206203E-01 0.169282E+01 0.294363E+04 0.278392E+04
     5136.00  0.169033E-01 0.204831E+01 0.285734E+04 0.227920E+04
     5161.00  0.136442E-01 0.241982E+01 0.277208E+04 0.183731E+04
     5186.00  0.108132E-01 0.280347E+01 0.268793E+04 0.145385E+04
     5211.00  0.838123E-02 0.319569E+01 0.260495E+04 0.112464E+04
     5236.00  0.631970E-02 0.359320E+01 0.252320E+04 0.845668E+03
     5261.00  0.460092E-02 0.399298E+01 0.244275E+04 0.613127E+03
     5286.00  0.319794E-02 0.439228E+01 0.236362E+04 0.423395E+03
     5311.00  0.208461E-02 0.478858E+01 0.228588E+04 0.273032E+03
     5336.00  0.123564E-02 0.517961E+01 0.220956E+04 0.158776E+03
     5361.00  0.626634E-03 0.556332E+01 0.213470E+04 0.775308E+02
     5386.00  0.234087E-03 0.593786E+01 0.206132E+04 0.263693E+02
     5411.00  0.354348E-04 0.630159E+01 0.198945E+04 0.252262E+01
     5436.00  0.905964E-05 0.665304E+01 0.191912E+04 0.337649E+01
     5461.00  0.134310E-03 0.699093E+01 0.185034E+04 0.264657E+02
     5511.00  0.761968E-03 0.762171E+01 0.171750E+04 0.130203E+03
     5561.00  0.177284E-02 0.818677E+01 0.159099E+04 0.296793E+03
     5611.00  0.303716E-02 0.868115E+01 0.147085E+04 0.511343E+03
     5661.00  0.444092E-02 0.910178E+01 0.135705E+04 0.760850E+03
     5711.00  0.588558E-02 0.944725E+01 0.124953E+04 0.103404E+04
     5761.00  0.728774E-02 0.971757E+01 0.114820E+04 0.132122E+04
     5811.00  0.857853E-02 0.991391E+01 0.105293E+04 0.161415E+04
     5861.00  0.970306E-02 0.100385E+02 0.963567E+03 0.190587E+04
     5911.00  0.106197E-01 0.100943E+02 0.879951E+03 0.219061E+04
     5961.00  0.112992E-01 0.100851E+02 0.801888E+03 0.246365E+04
     6011.00  0.117240E-01 0.100150E+02 0.729176E+03 0.272121E+04
     6061.00  0.118872E-01 0.988857E+01 0.661602E+03 0.296034E+04
     6111.00  0.117915E-01 0.971078E+01 0.598943E+03 0.317885E+04
     6161.00  0.114487E-01 0.948663E+01 0.540975E+03 0.337515E+04
     6211.00  0.108782E-01 0.922126E+01 0.487465E+03 0.354826E+04
     6261.00  0.101063E-01 0.891978E+01 0.438183E+03 0.369764E+04
     6311.00  0.916534E-02 0.858731E+01 0.392897E+03 0.382320E+04
     6361.00  0.809252E-02 0.822880E+01 0.351380E+03 0.392518E+04
     6411.00  0.692917E-02 0.784910E+01 0.313406E+03 0.400412E+04
     6461.00  0.571978E-02 0.745280E+01 0.278754E+03 0.406080E+04
     6511.00  0.451120E-02 0.704433E+01 0.247211E+03 0.409619E+04
     6561.00  0.335180E-02 0.662781E+01 0.218568E+03 0.411142E+04
     6611.00  0.229073E-02 0.620713E+01 0.192625E+03 0.410773E+04
     6661.00  0.137717E-02 0.578586E+01 0.169187E+03 0.408645E+04
     6711.00  0.659738E-03 0.536730E+01 0.148071E+03 0.404895E+04
     6761.00  0.185805E-03 0.495445E+01 0.129099E+03 0.399666E+04
     6811.00  0.982542E-06 0.454999E+01 0.112103E+03 0.393098E+04
     6861.00  0.148606E-03 0.415633E+01 0.969236E+02 0.385332E+04
     6911.00  0.669286E-03 0.377556E+01 0.834100E+02 0.376508E+04
     6961.00  0.160052E-02 0.340952E+01 0.714201E+02 0.366759E+04
     7011.00  0.297634E-02 0.305973E+01 0.608200E+02 0.356217E+04
     7061.00  0.482703E-02 0.272750E+01 0.514846E+02 0.345004E+04
     7111.00  0.717891E-02 0.241384E+01 0.432968E+02 0.333240E+04
     7161.00  0.100541E-01 0.211955E+01 0.361474E+02 0.321036E+04
     7211.00  0.134704E-01 0.184520E+01 0.299349E+02 0.308497E+04
     7261.00  0.174413E-01 0.159114E+01 0.245652E+02 0.295719E+04
     7311.00  0.219758E-01 0.135756E+01 0.199513E+02 0.282793E+04
     7361.00  0.270782E-01 0.114444E+01 0.160128E+02 0.269801E+04
     7411.00  0.327489E-01 0.951598E+00 0.126760E+02 0.256818E+04
     7511.00  0.457730E-01 0.625370E+00 0.754207E+01 0.231142E+04
     7611.00  0.609634E-01 0.374840E+00 0.407463E+01 0.206229E+04
     7711.00  0.781718E-01 0.194334E+00 0.188052E+01 0.182436E+04
     7811.00  0.971926E-01 0.769735E-01 0.638026E+00 0.160028E+04
     7911.00  0.117770E+00 0.150762E-01 0.871929E-01 0.139190E+04
     8011.00  0.139607E+00 0.508325E-03 0.208988E-01 0.120033E+04
     8111.00  0.162374E+00 0.249920E-01 0.276694E+00 0.102612E+04
     8211.00  0.185717E+00 0.803666E-01 0.729466E+00 0.869308E+03
     8311.00  0.209268E+00 0.158804E+00 0.128494E+01 0.729546E+03
     8411.00  0.232653E+00 0.252981E+00 0.187399E+01 0.606184E+03
     8511.00  0.255504E+00 0.356208E+00 0.244773E+01 0.498347E+03
     8611.00  0.277462E+00 0.462529E+00 0.297328E+01 0.404998E+03
